case_num,notes,cancer,med,organization,quantity,body part,gender,breed,condition
SL24-000209,"Dr. Lyles personal pet: Recently noted liver mass(es) splenic nodule(s), lung nodules, enlarged sternal lymph node vs mediastinal mass. Weightloss, occasional cough, diarrhea, pickier appetite but still very hungry. Additional  previous hx of LSA treated with chemo and 1/2 body radiation in 2018. Sarcoma removed from left front digit in 2020. Records will be sent with sample\r\n  possible hepatocellular carcinoma vs other type of poorly differentiated neoplasm\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed","['Sarcoma', 'hepatocellular carcinoma']","['LSA', 'chemo']",,['1/2'],,['Spayed'],,"['Weightloss', 'cough', 'diarrhea', 'pickier appetite']"
SL24-000210,"Acute illness, rapidly growing splenic tumor. No apparent spread at this time. Splenectomy done.\r\n  Splenic stromal sarcoma, high grade\r\n  Female\r\n  Basset Hound\r\n  Canine\r\n  Spayed","['splenic tumor', 'Splenic stromal sarcoma']",,,,,,,['Acute illness']
SL24-000211,oral melanoma excised 2/20/24\r\n  melanoma\r\n  Female\r\n  Cocker Spaniel\r\n  Canine\r\n  Spayed,['melanoma'],,,,,,,
SL24-000212,Malignant melanoma foot pad RH with metastasis to R POPL LN; Oncept melanoma vaccine\r\n  Malignant melanoma foot pad RH with metastasis to R POPL LN\r\n  Female\r\n  German Shepherd Dog\r\n  Canine\r\n  Spayed,"['Malignant melanoma foot pad', 'Malignant melanoma']",,,,,,,"['metastasis', 'metastasis']"
SL24-000213,"Lagniappe exhibited signs of oral discomfort 2 weeks duration. Peripheral lymph nodes currently palpably normal, radiographs of lungs currently normal (3 views), he is clinically only exhibiting signs of discomfort when catching a ball or eating dehydrated lung (sharp and hard). Weight is still normal BCS 5/9\r\n  tonsillar carcinoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",,['Lagniappe'],,,,,,"['oral discomfort', 'dehydrated', 'Neutered']"
SL24-000215,"Not on chemo at this time. Sample A Cutaneous mast cell tumor (grade II, high grade)\r\n  Sample A Cutaneous mast cell tumor (grade II, high grade)\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered","['Cutaneous mast cell tumor', 'Cutaneous mast cell tumor']",['chemo'],,,,,,['Neutered']
SL24-000214,"Poorly differentiated malignant on right antebrachium since 2022 with multifocal deep dermal nodules/masses along all limbs and body.\r\n  Anaplastic sarcoma, possible rhabdomyosarcoma\r\n  Male\r\n  Boxer\r\n  Canine\r\n  Neutered",['Anaplastic sarcoma'],,,,,,,['Neutered']
SL24-000217,"12/22/23 lump by vulva noted 1 week prior 12/27/23 Chest rads and CBC/chem/UA/nsf Pea sized growth in vaginal vault within the vulva, aspirated through the skin and was able to partially exteriorize the round, lump. Pathologist Report: Consistent with neuroendocrine/endocrine epithelial neoplasia, suspect clitoral adenocarcinoma 2/12/24 - mass removal and histo\r\n  Adenocarcinoma\r\n  Female\r\n  English Cocker Spaniel\r\n  Canine\r\n  Spayed","['neuroendocrine/endocrine epithelial neoplasia', 'clitoral adenocarcinoma']","['Chest rads', 'CBC', 'Pathologist Report']",,,,,,['mass removal']
SL24-000218,Not on chemo at this time.\r\n  Mast cell tumor on thorax\r\n  Female\r\n  Pug\r\n  Canine\r\n  Spayed,['Mast cell tumor'],['chemo'],,,,,,
SL24-000219,Thyroid specimens: Bilateral thyroid carcinomas. Angiolymphatic invasion by neoplastic cells was not detected. Margins: The masses are fully excised around the thyroids capsule.\r\n  bilateral thyroid carcinoma\r\n  Male\r\n  Ibizan Hound\r\n  Canine\r\n  Intact,"['Bilateral thyroid carcinomas', 'neoplastic cells']",,,,,,,"['Angiolymphatic invasion', 'masses']"
SL24-000220,Thyroid specimens: bilateral thyroid carcinomas. Angiolymphatic invasion by neoplastic cells was not detected. Margins: The masses are fully excised around the thyroids capsule.\r\n  bilateral thyroid carcinoma\r\n  Male\r\n  Ibizan Hound\r\n  Canine\r\n  Intact,"['bilateral thyroid carcinomas', 'neoplastic cells']",,,,,,,"['Angiolymphatic invasion', 'masses']"
SL24-000221,"a right inguinal mammary mass resection was done and histopathology was consistent with a lipid-rich mammary gland carcinoma, narrowly excised (1.5 mm periperhal and 3 mm deep) with local metastasis to the accessory lymph node.\r\n  a right inguinal mammary mass resection was done and histopathology was consistent with a lipid-rich mammary gland carcinoma, narrowly excised (1.5 mm periperhal and 3 mm deep) with local metastasis to the accessory lymph node.\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed","['lipid-rich mammary gland carcinoma', 'lipid-rich mammary gland carcinoma']",,,,,,,"['local metastasis', 'local metastasis']"
SL24-000223,"History of soft tissue cutaneous mass on chin that's 3x3 cm, and a raised ulcerated mass on the right nasal planum,\r\n  Cutaneous lymphoma\r\n  Male\r\n  Irish Setter\r\n  Canine\r\n  Neutered",,,,['3x3 cm'],,,,['ulcerated mass']
SL24-000225,History of large splenic mass. Biopsy was suggestive of poorly differentiated round cell tumor.  IHC confirmed CD3 (T cell LSA).  Dr. Budreckis has discussed case with pathologist and cell morphology appears more consistent with lymphoblastic lymphoma (rather than T zone)\r\n  Stage I splenic lymphoblastic T cell lymphoma\r\n  Female\r\n  Greyhound\r\n  Canine\r\n  Spayed,"['round cell tumor', 'lymphoblastic lymphoma']",,,,,,,
SL24-000226,"Approx. 3 month history of progressive cough.  CT scan on 1/25 revealed 3cm cranial mediastinal mass with suspected left cranial lung lobe infiltrate.  2/14/24: Left cranial lung lobectomy performed. Histopathology confirmed grade 3 pulmonary adenocarcinoma with lymphovascular invasion and metastatic regional lymph nodes.2/29/24: Initiated vinorelbine/carboplatin chemotherapy protocol (has only received one dose of vinorelbine, no doses of carboplatin yet).\r\n  Pulmonary Adenocarcinoma with metastasis to mediastinal lymph nodes\r\n  Female\r\n  Cairn Terrier\r\n  Canine\r\n  Spayed","['pulmonary adenocarcinoma', 'Pulmonary Adenocarcinoma']","['vinorelbine', 'carboplatin', 'vinorelbine', 'carboplatin']",,['doses'],,,,"['cough', 'left cranial lung lobe infiltrate', 'lymphovascular invasion', 'metastasis']"
SL24-000228,Hx of OMM excised from the right buccal mucosa Jan 2023. Started Oncept Jan 2023. Left maxillary alveolar mucosal mass narrowly excised in June 2023. New lung masses noted on restaging today.\r\n  Metastatic melanoma vs other neoplastic cause\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,['Metastatic melanoma'],['Oncept'],,,,['Spayed'],,['lung masses']
SL24-000229,History of suspected hepatic mass with abdominal effusion.  Aspirates were concerning for carcinoma with some spindle cells present.\r\n  Hepatic carcinoma vs. hepatobiliary carcinoma vs. sarcoma\r\n  Female\r\n  Siberian Husky\r\n  Canine\r\n  Spayed,"['carcinoma', 'carcinoma', 'carcinoma']",,,,,,,"['hepatic mass', 'abdominal effusion']"
SL24-000230,"2403Q18022; Sarcoma according to histopathology suspicious for Rhabdomyosarcoma; In CT suspected cancerous changes in cryptorchid testis, thyroid gland and left femur;\r\n  2403Q18022; Sarcoma suspicious for Rhabdomyosarcoma;\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Intact","['Sarcoma', 'Rhabdomyosarcoma', 'Sarcoma']",,,,,,,['Intact']
SL24-000231,mast cell tumor grade 3\r\n  received local 5fu and electrochemotherapy\r\n  Female\r\n  Goldendoodle\r\n  Canine\r\n  Spayed,['mast cell tumor'],,,['5fu'],,,,
SL24-000232,"History of recurrent rectal polyp formation.  Initial polyp was removed Nov 2021, completely excised.  Grew another polyp by Aug 2022.  Removed and completely excised.  Started on Piroxicam Nov 2022.  November 2023 started having blood when defacating.  Didn't feel polyp on rectal.  Started on Chlorambucil along with the Piroxicam.  February 2024 still having blood and can now feel polyp.  March 1, 2024 surgery to remove.  Had two polyps present from 7 o'clock to 5 o'clock position.\r\n  rectal polyp\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered",['polyp'],"['Piroxicam', 'Chlorambucil', 'Piroxicam']",,['two'],,,,"['polyp', 'polyp', 'blood', 'polyp', 'Neutered']"
SL24-000233,Sublingual squamous cell carcinoma.\r\n  Sublingual squamous cell carcinoma.\r\n  Female\r\n  Dachshund\r\n  Canine\r\n  Spayed,,,,,,,,
SL24-000234,"Large left sided liver mass with multiple smaller masses. All masses are heterogeneous, and mostly solid. No enlarged abdominal lymph nodes or other organs involved.\r\n  Liver carcinoma\r\n  Female\r\n  Belgian Malinois\r\n  Canine\r\n  Spayed",,,,['multiple'],,,,['heterogeneous']
SL24-000236,Splenic hemanagiosarcoma metastatic to the liver.\r\n  Splenic hemangiosarcoma metastatic to the liver\r\n  Male\r\n  American Staffordshire Terrier\r\n  Canine\r\n  Neutered,"['Splenic hemanagiosarcoma', 'Splenic hemangiosarcoma']",,,,,['Neutered'],,
SL24-000237,SQ mass ventral cervical region excised on 2-27-24.  Mass developed rapidly.\r\n  Grade III soft tissue sarcoma\r\n  Female\r\n  Golden Retriever\r\n  Canine\r\n  Spayed,,,,,,,,
SL24-000238,"Patient started to slowly have some vision changes and was not negotiating the obedience course well.  Was found to have chorioretinal lesioins extending along the posterior ciliary artery and vein.  Started to become more bupthalmic in November.  Had an MRI and a mass effect was present retrobulbar, biopsy suggested soft tissue sarcoma but interestingly reactive to enlarged LNs present (more concerning for histiocytic sarcoma)\r\n  soft tissue sarcoma\r\n  Male\r\n  Golden Retriever\r\n  Canine\r\n  Intact",['soft tissue sarcoma'],,,,,,,"['vision changes', 'chorioretinal lesioins', 'bupthalmic', 'mass effect', 'LNs']"
SL24-000239,no therapy.  Tonsil squam found on CT with enlarged regional lymph node and suspected lung mets.\r\n  Tonsil squam found on CT with enlarged regional lymph node and suspected lung mets.\r\n  Female\r\n  German Shepherd Dog\r\n  Canine\r\n  Spayed,,,,,,,,
SL24-000240,"Mass in groin - metastatic lymph node, likely from TCC in bladder or mass in liver, also has a met in eye\r\n  carcinoma\r\n  Female\r\n  German Shepherd Dog\r\n  Canine\r\n  Spayed",['TCC'],,,,,,,
SL24-000242,Left thyroid carcinoma with lymphovascular invasion\r\n  Thyroid carcinoma\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,['thyroid carcinoma'],,,,,,,
SL24-000243,"eval at Madison Rd Vet Clinic Beloit 22JAN24 for coughing along w/decreased appetite. Rads showed increased opacity throughout with areas of increased consolidation. Cardiac silhouette could not be seen, were fluid lines throughout the ventral thorax. Started on Doxy for poss infection after a CBC showed an elevated WBC ct. Opus began to vomit after med adminis 29JAN24 switched to amoxicillin.  Blasto test negative.\r\n  Pulmonary adenosquamous carcinoma, narrowly/fully excised, grade 3 poorly diff w/ angiolymph invasion, high MI greater than30\r\n  Male\r\n  Great Pyrenees\r\n  Canine\r\n  Neutered","['Pulmonary adenosquamous carcinoma', 'MI', 'Neutered']","['Doxy', 'amoxicillin', 'Blasto']",['Madison Rd Vet Clinic Beloit'],,,,,"['coughing', 'appetite', 'opacity', 'consolidation', 'fluid lines', 'grade 3', 'poorly diff', 'angiolymph invasion']"
SL24-000244,2403Q19337; Suspicion for Pheochromocytoma metastatic to the liver\r\n  2403Q19337; Suspicion for Pheochromocytoma metastatic to the liver; A=liver; B=adrenal gland; slides to be pooled\r\n  Male\r\n  Rhodesian Ridgeback\r\n  Canine\r\n  Intact,"['Pheochromocytoma', 'Pheochromocytoma']",,,,,,,
SL24-000246,"Not on chemo at this time.\r\n  SOFT TISSUE SARCOMA, LOW-GRADE/GRADE 1.\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed",,['chemo'],,,,,['SARCOMA'],
SL24-000249,Pulmonary carcinoma; diagnosed via histopath by Vidium\r\n  Pulmonary carcinoma\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,['Pulmonary carcinoma'],['histopath'],,,,,,
SL24-000250,"Diagnosed with Splenic Hemangiosarcoma, mitotic count of 8 Presented with Hemoabdomen 11/21/23, Staged clean 12/13/23; Chlorambucil, Cellular PSP, YB, and TXA started. Ultrasound and radiographs repeated on 3/11/24 w/ presumed liver, renal, and abdominal metastasis and pulmonary metastatic\r\n  Metastatic Splenic Hemangiosarcoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",['Splenic Hemangiosarcoma'],"['Hemoabdomen', 'Chlorambucil', 'Cellular PSP', 'YB', 'TXA']",,['8'],,,,['Neutered']
SL24-000251,"Suspect bone neoplasia of the proximal right femur - Soft tissue sarcoma, grade III dorsal left flank/hip, excised July 2023 - Suspect bone neoplasia of the proximal right femur (primary bone tumor vs. atypical metastatic lesion) - Completed SRT (3 x 10Gy) to proximal right femur, 11/22/22 - Soft tissue sarcoma, grade II, narrowly excised from right ventral mandible, 8/4/22 - Pulmonary malignant pleomorphic neoplasm, completely excised from right caudal lobe, 2/5/22 - Adjuvant doxo\r\n  Soft tissue sarcoma/poorly differentiated malignant neoplasia\r\n  Male\r\n  Catahoula Leopard Dog\r\n  Canine\r\n  Neutered","['Suspect bone neoplasia', 'Soft tissue sarcoma', 'primary bone tumor', 'atypical metastatic lesion', 'Soft tissue sarcoma', 'Pulmonary malignant pleomorphic neoplasm', 'sarcoma']",['SRT'],,['3 x'],,,,
SL24-000252,"Large non resectable liver mass, found due to mildly elevated liver enzymes.\r\n  Well differentiated hepatocellular neoplasia (adenoma vs. carcinoma) based on cytology\r\n  Female\r\n  Chow Chow\r\n  Canine\r\n  Intact","['hepatocellular neoplasia', 'adenoma', 'carcinoma']",,,,,,,
SL24-000256,"Primary tumor in rt caudal lung lobe, incidental finding. Current therapy Lomustine 60mg/m2 on 4 of 6 doses and then planning on targeted gene therapy.\r\n  Histiocytic Sarcoma\r\n  Female\r\n  Bernese Mountain Dog\r\n  Canine\r\n  Spayed",['Primary tumor'],['Lomustine'],,['doses'],,,,['incidental finding']
SL24-000257,See attached -\r\n  Sarcoma vs. Amelanotic Melanoma\r\n  Female\r\n  English Springer Spaniel\r\n  Canine\r\n  Spayed,['Sarcoma'],,,,,,,
SL24-000258,Please see attached form.\r\n  Chondrosarcoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL24-000259,Metastatic mast cell tumor with no response on 100mg Palladia\r\n  Mast cell tumor- left carpus - metastasis to the left prescapular lymph node - metastasis to the left axillary lymph node\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered,['mast cell tumor'],,,['100mg'],,,,['Neutered']
SL24-000260,see attached document\r\n  hemangiosarcoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Intact,,,,,,,,
SL24-000261,OCC. COUGHING + VOMITING. INTERMITTEN APPETITE. NON-SURGICAL. O WANTS TO KNOW WHAT YPES OF CHEMO MAY WORK BEST.\r\n  LUNG MASS\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,,,,,,,,
SL24-000264,"Chloe had surgery for removal of nasal mass around 4 weeks ago, is having radiation therapy at SEVOMED/PETCURE next week for 3 consecutive days. The radiation oncology also recommended chemotherapty after radiation due to high mitotic index and stage 4 sarcoma on histopathology. Chloe had new CT on March 12th for radiation planning which elicited mass already recurring. I will submit the link for the CT results by email.\r\n  Nasal Sarcoma\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed",['sarcoma'],"['radiation therapy', 'chemotherapty']",['SEVOMED/PETCURE'],,,['Chloe'],['Chloe'],"['nasal mass', 'mitotic index', 'stage', 'mass']"
SL24-000263,"Renal carcinoma, papillary type, MI 31, vascular invasion, excised 7/2019; Pulmonary nodule noted, dorsal right caudal lung lobe, 7/16/22; second nodule noted 10/18/2023 with current progression on chemotherapy;  Attempted FNA of lung mass for genetic profiling.\r\n  metastatic renal neoplasia vs lung carcinoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered","['Renal carcinoma', 'papillary type', 'MI 31', 'Pulmonary nodule', 'metastatic renal neoplasia']",['chemotherapy'],,,,,,"['FNA', 'genetic', 'Neutered']"
SL24-000293,"5/23 Stranguria following initial normal urination.  5/23-11/23 Multiple UAs, urine cultures, AUS performed WNL.  11/23 AUS revealed debris in the urinary bladder thought to be crystals.  Bladder flush/collection revealed no debris.  Referral to UF for cystoscopy initialed.  2/7 Cystoscopy revealed proliferative urethral tissue.  Histopathology revealed urothelial carcinoma. Staging CT and Cadet BRAF performed (detected). Piroxicam, Vinblastine, Avmaquin started.  RT to follow.\r\n  Urothelial cell carcinoma caudal urethra\r\n  Female\r\n  Basset Hound\r\n  Canine\r\n  Spayed","['urothelial carcinoma', 'carcinoma']","['Piroxicam', 'Vinblastine', 'Avmaquin']","['WNL', 'UF']",,,,,"['Stranguria', 'crystals']"
SL24-000265,"History of cutaneous, solar induced, HSA x years. Presented to ER for hemoabdomen 2/25/24 and diagnosed with splenic hemangiosarcoma with metastasis to the liver and possible pancreas.\r\n  Metastatic hemangiosarcoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",['splenic hemangiosarcoma'],,['ER'],,,,,"['cutaneous', 'solar induced', 'HSA', 'metastasis']"
SL24-000266,"Metastatic pulmonary carcinoma -- right middle lung lobe; CXR 04/2022; CT + cytology 08JUL2022; CXR (PD w/ nodules) 02FEB2023; CXR + start CAR 03MAR2023; SD (0-27% smaller) 07APR2023; PD 09JUN2023 (1-36% larger); start TOC 16JUN2023; PR (11-31%) on CXR 07SEP2023; SD on CXR 10NOV2023; SD on  CXR 12JAN2024; PD on CXR 15MAR2024, request DNA Sequencing\r\n  pulmonary carcinoma\r\n  Male\r\n  Shih Tzu\r\n  Canine\r\n  Neutered",['Metastatic pulmonary carcinoma'],,"['CXR', 'CXR', 'CXR']",,,,,['Neutered']
